Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;Remates;Remates al arco;Posesión;Pases;Precisión de los pases;Faltas;Tarjetas amarillas;Tarjetas rojas;Tiros de esquina;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;jugador 1;posicion jugador 1;jugador 2;posicion jugador 2;jugador 3;posicion jugador 3;jugador 4;posicion jugador 4;jugador 5;posicion jugador 5;jugador 6;posicion jugador 6;jugador 7;posicion jugador 7;jugador 8;posicion jugador 8;jugador 9;posicion jugador 9;jugador 10;posicion jugador 10;jugador 11;posicion jugador 11
29/10/23;Milan;4;0;0;25;69;Napoli;20;6;53;473;85;10;3;0;4;2;0;2;0;1;0;1;0;Mike Maignan;Portero;Davide Calabria;Defensor;Pierre Kalulu;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Yunus Musah;Mediocampista;Rade Krunić;Mediocampista;Tijjani Reijnders;Mediocampista;Christian Pulisic;Delantero;Olivier Giroud;Delantero;Rafael Leão;Delantero
25/10/23;Milan;0;0;0;25;19;PSG;11;4;38;320;80;11;4;0;7;0;0;0;0;0;1;1;0;Mike Maignan;Portero;Pierre Kalulu;Defensor;Fikayo Tomori;Defensor;Malick Thiaw;Defensor;Theo Hernández;Defensor;Tijjani Reijnders;Mediocampista;Rade Krunić;Mediocampista;Yunus Musah;Mediocampista;Christian Pulisic;Delantero;Olivier Giroud;Delantero;Rafael Leão;Delantero
22/10/23;Milan;4;3;2;25;14;Juventus;7;1;52;434;83;12;1;1;6;0;0;0;0;0;1;0;1;Antonio Mirante;Portero;Davide Calabria;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Alessandro Florenzi;Defensor;Yunus Musah;Mediocampista;Yacine Adli;Mediocampista;Christian Pulisic;Mediocampista;Tijjani Reijnders;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
7/10/23;Milan;4;0;5;25;83;Genoa;12;3;59;551;86;13;5;1;2;0;1;1;1;0;0;1;0;Mike Maignan;Portero;Alessandro Florenzi;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Yunus Musah;Mediocampista;Yacine Adli;Mediocampista;Tijjani Reijnders;Mediocampista;Samuel Chukwueze;Delantero;Luka Jović;Delantero;Noah Okafor;Delantero
4/10/23;Milan;0;0;3;25;11;Dortmund;14;2;42;377;80;15;2;0;7;0;0;0;0;1;0;1;0;Mike Maignan;Portero;Davide Calabria;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Yunus Musah;Mediocampista;Tijjani Reijnders;Mediocampista;Tommaso Pobega;Mediocampista;Christian Pulisic;Delantero;Olivier Giroud;Delantero;Rafael Leão;Delantero
30/9/23;Milan;4;0;0;25;71;Lazio;14;7;51;477;85;15;3;0;7;0;2;2;1;0;0;0;1;Mike Maignan;Portero;Davide Calabria;Defensor;Simon Kjær;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Ruben Loftus-Cheek;Mediocampista;Yacine Adli;Mediocampista;Tijjani Reijnders;Mediocampista;Christian Pulisic;Delantero;Olivier Giroud;Delantero;Rafael Leão;Delantero
27/9/23;Milan;4;0;9;25;79;Cagliari;17;6;67;632;93;6;1;0;5;2;1;3;1;0;0;1;0;Marco Sportiello;Portero;Alessandro Florenzi;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Ruben Loftus-Cheek;Mediocampista;Yacine Adli;Mediocampista;Tijjani Reijnders;Mediocampista;Samuel Chukwueze;Delantero;Noah Okafor;Delantero;Christian Pulisic;Delantero
23/9/23;Milan;4;3;17;25;77;Hellas Verona;9;4;55;458;80;12;4;0;2;1;0;1;1;0;0;0;1;Marco Sportiello;Portero;Malick Thiaw;Defensor;Simon Kjær;Defensor;Fikayo Tomori;Defensor;Alessandro Florenzi;Defensor;Rade Krunić;Mediocampista;Tijjani Reijnders;Mediocampista;Yunus Musah;Mediocampista;Christian Pulisic;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
19/9/23;Milan;0;0;0;25;60;Newcastle;25;9;53;404;83;16;4;0;6;0;0;0;0;1;0;0;1;Mike Maignan;Portero;Davide Calabria;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Ruben Loftus-Cheek;Mediocampista;Rade Krunić;Mediocampista;Tommaso Pobega;Mediocampista;Samuel Chukwueze;Delantero;Olivier Giroud;Delantero;Rafael Leão;Delantero
16/9/23;Milan;4;0;2;25;7;Inter;9;2;60;526;90;13;2;0;0;0;1;1;0;0;1;1;0;Mike Maignan;Portero;Davide Calabria;Defensor;Simon Kjær;Defensor;Malick Thiaw;Defensor;Theo Hernández;Defensor;Ruben Loftus-Cheek;Mediocampista;Rade Krunić;Mediocampista;Tijjani Reijnders;Mediocampista;Christian Pulisic;Delantero;Olivier Giroud;Delantero;Rafael Leão;Delantero
1/9/23;Milan;4;3;2;25;74;Roma;9;4;58;544;87;15;2;1;5;1;1;2;1;0;0;1;0;Mike Maignan;Portero;Davide Calabria;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Ruben Loftus-Cheek;Mediocampista;Rade Krunić;Mediocampista;Christian Pulisic;Mediocampista;Tijjani Reijnders;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
13/8/23;Milan;6;0;0;25;714;Novara;21;9;67;635;91;9;0;0;8;2;2;4;1;0;0;0;1;Antonio Mirante;Portero;Davide Calabria;Defensor;Simon Kjær;Defensor;Davide Bartesaghi;Defensor;Alessandro Florenzi;Defensor;Yacine Adli;Mediocampista;Tommaso Pobega;Mediocampista;Yunus Musah;Mediocampista;Samuel Chukwueze;Delantero;Noah Okafor;Delantero;Luka Romero;Delantero
1/8/23;Milan;6;0;0;25;10;Barcelona;10;3;38;368;84;11;2;0;5;0;0;0;0;0;1;0;1;Mike Maignan;Portero;Alessandro Florenzi;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Ruben Loftus-Cheek;Mediocampista;Rade Krunić;Mediocampista;Tijjani Reijnders;Mediocampista;Christian Pulisic;Delantero;Olivier Giroud;Delantero;Rafael Leão;Delantero
27/7/23;Milan;6;0;2;25;14;Juventus;9;5;59;452;86;14;1;0;3;2;0;2;0;1;0;1;0;Mike Maignan;Portero;Davide Calabria;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Ruben Loftus-Cheek;Mediocampista;Rade Krunić;Mediocampista;Tijjani Reijnders;Mediocampista;Christian Pulisic;Delantero;Olivier Giroud;Delantero;Rafael Leão;Delantero
4/6/23;Milan;4;3;2;25;77;Hellas Verona;14;5;79;667;88;5;1;0;7;1;2;3;1;0;0;0;1;Mike Maignan;Portero;Davide Calabria;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Junior Messias;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
28/5/23;Milan;4;3;29;25;14;Juventus;9;3;52;467;82;10;2;0;5;1;0;1;1;0;0;1;0;Mike Maignan;Portero;Davide Calabria;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Junior Messias;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
20/5/23;Milan;4;3;7;25;598;Sampdoria;19;9;63;630;90;9;1;0;7;3;2;5;1;0;0;0;1;Mike Maignan;Portero;Davide Calabria;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Junior Messias;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
16/5/23;Milan;0;3;2;25;7;Inter;5;1;57;430;83;22;4;0;3;0;0;0;0;0;1;1;0;Mike Maignan;Portero;Davide Calabria;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Junior Messias;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
13/5/23;Milan;4;3;2;25;594;Spezia;14;3;60;393;76;11;1;0;9;0;0;0;0;0;1;1;0;Mike Maignan;Portero;Pierre Kalulu;Defensor;Simon Kjær;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Tommaso Pobega;Mediocampista;Sandro Tonali;Mediocampista;Alexis Saelemaekers;Mediocampista;Brahim Díaz;Mediocampista;Divock Origi;Mediocampista;Ante Rebić;Delantero
10/5/23;Milan;0;3;2;25;7;Inter;13;2;58;470;83;14;2;0;2;0;0;0;0;0;1;0;1;Mike Maignan;Portero;Davide Calabria;Defensor;Simon Kjær;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Brahim Díaz;Mediocampista;Ismaël Bennacer;Mediocampista;Alexis Saelemaekers;Mediocampista;Olivier Giroud;Delantero
6/5/23;Milan;4;3;0;25;71;Lazio;10;3;52;561;88;10;2;0;6;2;0;2;1;0;0;0;1;Mike Maignan;Portero;Davide Calabria;Defensor;Simon Kjær;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Sandro Tonali;Mediocampista;Rade Krunić;Mediocampista;Junior Messias;Mediocampista;Ismaël Bennacer;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
3/5/23;Milan;4;3;3;25;595;Cremonese;18;5;74;680;85;12;0;0;10;0;1;1;0;1;0;0;1;Mike Maignan;Portero;Davide Calabria;Defensor;Pierre Kalulu;Defensor;Malick Thiaw;Defensor;Fodé Ballo-Touré;Defensor;Ismaël Bennacer;Mediocampista;Aster Vranckx;Mediocampista;Alexis Saelemaekers;Mediocampista;Charles De Ketelaere;Mediocampista;Brahim Díaz;Mediocampista;Divock Origi;Delantero
29/4/23;Milan;4;3;29;25;74;Roma;11;1;64;584;86;6;2;0;5;0;1;1;0;1;0;1;0;Mike Maignan;Portero;Davide Calabria;Defensor;Simon Kjær;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Brahim Díaz;Mediocampista;Ismaël Bennacer;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
23/4/23;Milan;4;3;0;25;82;Lecce;8;5;69;636;84;6;1;0;4;1;1;2;1;0;0;0;1;Mike Maignan;Portero;Pierre Kalulu;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Junior Messias;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Ante Rebić;Delantero
18/4/23;Milan;0;3;0;25;69;Napoli;6;4;26;223;72;12;2;0;1;1;0;1;0;1;0;1;0;Mike Maignan;Portero;Davide Calabria;Defensor;Simon Kjær;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Brahim Díaz;Mediocampista;Ismaël Bennacer;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
15/4/23;Milan;4;3;0;25;29;Bolonia;19;5;48;389;84;17;4;0;6;1;0;1;0;1;0;1;0;Mike Maignan;Portero;Alessandro Florenzi;Defensor;Pierre Kalulu;Defensor;Malick Thiaw;Defensor;Fodé Ballo-Touré;Defensor;Aster Vranckx;Mediocampista;Tommaso Pobega;Mediocampista;Alexis Saelemaekers;Mediocampista;Charles De Ketelaere;Mediocampista;Ante Rebić;Mediocampista;Divock Origi;Delantero
12/4/23;Milan;0;3;0;25;69;Napoli;12;2;46;417;81;16;3;0;3;1;0;1;1;0;0;0;1;Mike Maignan;Portero;Davide Calabria;Defensor;Simon Kjær;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Brahim Díaz;Mediocampista;Ismaël Bennacer;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
7/4/23;Milan;4;3;28;25;75;Empoli;23;4;71;677;88;11;2;0;9;0;0;0;0;1;0;0;1;Mike Maignan;Portero;Davide Calabria;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Sandro Tonali;Mediocampista;Tommaso Pobega;Mediocampista;Alexis Saelemaekers;Mediocampista;Ismaël Bennacer;Mediocampista;Ante Rebić;Mediocampista;Divock Origi;Delantero
2/4/23;Milan;4;3;0;25;69;Napoli;14;8;39;376;77;9;2;0;4;2;2;4;1;0;0;1;0;Mike Maignan;Portero;Davide Calabria;Defensor;Simon Kjær;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Brahim Díaz;Mediocampista;Ismaël Bennacer;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
18/3/23;Milan;4;17;2;25;72;Udinese;10;6;64;503;84;9;2;0;6;1;0;1;0;0;1;1;0;Mike Maignan;Portero;Pierre Kalulu;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Alexis Saelemaekers;Mediocampista;Ismaël Bennacer;Mediocampista;Sandro Tonali;Mediocampista;Fodé Ballo-Touré;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Zlatan Ibrahimović;Delantero
13/3/23;Milan;4;17;17;25;607;Salernitana;24;4;64;566;86;15;2;0;6;1;0;1;0;1;0;0;1;Mike Maignan;Portero;Pierre Kalulu;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Alexis Saelemaekers;Mediocampista;Ismaël Bennacer;Mediocampista;Rade Krunić;Mediocampista;Theo Hernández;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
8/3/23;Milan;0;17;17;25;56;Tottenham;14;3;46;423;83;12;1;0;0;0;0;0;0;1;0;1;0;Mike Maignan;Portero;Pierre Kalulu;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Junior Messias;Mediocampista;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Theo Hernández;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
4/3/23;Milan;4;17;0;25;70;Fiorentina;8;6;53;398;81;17;3;0;5;0;1;1;0;0;1;1;0;Mike Maignan;Portero;Pierre Kalulu;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Junior Messias;Mediocampista;Ismaël Bennacer;Mediocampista;Sandro Tonali;Mediocampista;Theo Hernández;Mediocampista;Charles De Ketelaere;Mediocampista;Ante Rebić;Mediocampista;Olivier Giroud;Delantero
26/2/23;Milan;4;17;2;25;17;Atalanta;13;3;47;486;81;11;3;0;4;1;1;2;1;0;0;0;1;Mike Maignan;Portero;Pierre Kalulu;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Junior Messias;Mediocampista;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Theo Hernández;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
18/2/23;Milan;4;17;17;25;80;Monza;14;8;41;387;76;18;2;0;3;1;0;1;1;0;0;1;0;Ciprian Tătărușanu;Portero;Pierre Kalulu;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Junior Messias;Mediocampista;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Theo Hernández;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Divock Origi;Delantero
14/2/23;Milan;0;17;17;25;56;Tottenham;9;4;47;404;79;17;2;0;3;1;0;1;1;0;0;0;1;Ciprian Tătărușanu;Portero;Pierre Kalulu;Defensor;Simon Kjær;Defensor;Malick Thiaw;Defensor;Alexis Saelemaekers;Mediocampista;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Theo Hernández;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
10/2/23;Milan;4;17;17;25;73;Torino;9;4;46;408;77;10;1;0;3;0;1;1;1;0;0;0;1;Ciprian Tătărușanu;Portero;Pierre Kalulu;Defensor;Simon Kjær;Defensor;Malick Thiaw;Defensor;Alexis Saelemaekers;Mediocampista;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Theo Hernández;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
5/2/23;Milan;4;2;2;25;7;Inter;4;0;35;327;74;14;5;0;0;0;0;0;0;0;1;1;0;Ciprian Tătărușanu;Portero;Pierre Kalulu;Defensor;Simon Kjær;Defensor;Matteo Gabbia;Defensor;Davide Calabria;Mediocampista;Junior Messias;Mediocampista;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Theo Hernández;Mediocampista;Olivier Giroud;Delantero;Divock Origi;Delantero
29/1/23;Milan;4;3;3;25;593;Sassuolo;9;5;61;415;77;13;7;0;2;1;1;2;0;0;1;0;1;Ciprian Tătărușanu;Portero;Davide Calabria;Defensor;Pierre Kalulu;Defensor;Matteo Gabbia;Defensor;Theo Hernández;Defensor;Rade Krunić;Mediocampista;Sandro Tonali;Mediocampista;Alexis Saelemaekers;Mediocampista;Charles De Ketelaere;Mediocampista;Ante Rebić;Mediocampista;Olivier Giroud;Delantero
24/1/23;Milan;4;3;0;25;71;Lazio;10;3;51;496;83;11;2;0;4;0;0;0;0;0;1;1;0;Ciprian Tătărușanu;Portero;Davide Calabria;Defensor;Pierre Kalulu;Defensor;Fikayo Tomori;Defensor;Sergiño Dest;Defensora;Ismaël Bennacer;Mediocampista;Sandro Tonali;Mediocampista;Junior Messias;Mediocampista;Brahim Díaz;Mediocampista;Rafael Leão;Mediocampista;Olivier Giroud;Delantero
23/11/24;Milan;4;0;13;25;14;Juventus;6;1;43;388;87;9;3;0;2;0;0;0;0;1;0;0;1;Mike Maignan;Portero;Emerson Royal;Defensor;Matteo Gabbia;Defensor;Malick Thiaw;Defensor;Theo Hernández;Defensor;Ruben Loftus-Cheek;Mediocampista;Youssouf Fofana;Mediocampista;Tijjani Reijnders;Mediocampista;Yunus Musah;Delantero;Álvaro Morata;Delantero;Rafael Leão;Delantero
21/8/23;Milan;4;0;14;25;29;Bolonia;9;6;46;481;85;4;2;0;6;2;0;2;1;0;0;1;0;Mike Maignan;Portero;Davide Calabria;Defensor;Malick Thiaw;Defensor;Fikayo Tomori;Defensor;Theo Hernández;Defensor;Ruben Loftus-Cheek;Mediocampista;Rade Krunić;Mediocampista;Tijjani Reijnders;Mediocampista;Christian Pulisic;Delantero;Olivier Giroud;Delantero;Rafael Leão;Delantero
